Image,Percentage
Raspberry Pi OS (32-bit),48.48%
Raspberry Pi OS Lite (32-bit),15.26%
Raspberry Pi OS Full (32-bit),9.88%
Ubuntu Desktop 20.10 (RPi 4/400),5.45%
RetroPie 4.7.1 (RPI 4/400),2.51%
Raspberry Pi 4 EEPROM boot recovery,2.41%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.16%
Recalbox 7.1.1-Reloaded (Pi 3),1.90%
RetroPie 4.7.1 (RPI 2/3),1.61%
Ubuntu Server 20.10 (RPi 3/4/400),1.58%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.57%
LibreELEC (RPi4),1.38%
LibreELEC (RPi2/RPi3),1.10%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.94%
RISC OS (5.28),0.88%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.58%
RetroPie 4.7.1 (RPI 1/Zero),0.57%
Ubuntu Core 18 (RPi 3/4),0.53%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.36%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.25%
LibreELEC (RPi0/RPi1),0.23%
TLXOS RPi 4.9.2 (latest),0.05%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
