Operating System,Percentage
Raspberry Pi OS (32-bit),46.33%
Raspberry Pi OS (other),24.16%
Ubuntu,11.65%
RetroPie,5.69%
Recalbox,5.23%
LibreELEC,3.44%
Misc utility images,2.38%
RISC OS Pi,1.01%
TLXOS,0.11%
