Operating System,Percentage
Raspberry Pi OS (32-bit),43.08%
Raspberry Pi OS (other),23.14%
Ubuntu,15.62%
RetroPie,4.55%
Bootloader,4.05%
Recalbox,3.09%
LibreELEC,2.78%
Manjaro ARM Linux,2.15%
RISC OS Pi,0.93%
OctoPi,0.55%
TLXOS,0.07%
