Image,Percentage
Raspberry Pi OS (32-bit),46.42%
Raspberry Pi OS Lite (32-bit),14.89%
Raspberry Pi OS Full (32-bit),9.58%
Ubuntu Desktop 20.10 (RPi 4/400),6.00%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.77%
RetroPie 4.7.1 (RPI 4/400),2.45%
Raspberry Pi 4 EEPROM boot recovery,2.13%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.07%
Recalbox 7.1.1-Reloaded (Pi 3),1.95%
Ubuntu Server 20.10 (RPi 3/4/400),1.71%
LibreELEC (RPi4),1.57%
RetroPie 4.7.1 (RPI 2/3),1.43%
LibreELEC (RPi2/RPi3),1.29%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.13%
RISC OS (5.28),1.12%
RetroPie 4.7.1 (RPI 1/Zero),0.77%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.71%
Ubuntu Core 18 (RPi 3/4),0.52%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.46%
Ubuntu Core 18 (RPi 2/3/4),0.32%
LibreELEC (RPi0/RPi1),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
TLXOS RPi 4.9.3 (latest),0.15%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
