Image,Percentage
Raspberry Pi OS (32-bit),47.06%
Raspberry Pi OS Lite (32-bit),15.13%
Raspberry Pi OS Full (32-bit),10.21%
Ubuntu Desktop 20.10 (RPi 4/400),5.66%
RetroPie 4.7.1 (RPI 4/400),2.71%
Raspberry Pi 4 EEPROM boot recovery,2.29%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.07%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.05%
Recalbox 7.1.1-Reloaded (Pi 3),1.87%
Ubuntu Server 20.10 (RPi 3/4/400),1.66%
RetroPie 4.7.1 (RPI 2/3),1.59%
LibreELEC (RPi4),1.51%
LibreELEC (RPi2/RPi3),1.22%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.95%
RISC OS (5.28),0.90%
RetroPie 4.7.1 (RPI 1/Zero),0.66%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.56%
Ubuntu Core 18 (RPi 3/4),0.48%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.41%
Ubuntu Core 18 (RPi 2/3/4),0.31%
LibreELEC (RPi0/RPi1),0.29%
Recalbox 7.1.1-Reloaded (Pi 2),0.27%
TLXOS RPi 4.9.2 (latest),0.10%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
