Image,Percentage
Raspberry Pi OS (32-bit),46.31%
Raspberry Pi OS Lite (32-bit),14.79%
Raspberry Pi OS Full (32-bit),10.00%
Ubuntu Desktop 20.10 (RPi 4/400),5.87%
Raspberry Pi 4 EEPROM boot recovery,2.73%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.66%
RetroPie 4.7.1 (RPI 4/400),2.62%
Ubuntu Server 20.10 (RPi 3/4/400),2.03%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.74%
Recalbox 7.1.1-Reloaded (Pi 3),1.59%
RetroPie 4.7.1 (RPI 2/3),1.55%
LibreELEC (RPi4),1.48%
LibreELEC (RPi2/RPi3),1.16%
RISC OS (5.28),1.05%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.95%
RetroPie 4.7.1 (RPI 1/Zero),0.80%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.78%
Ubuntu Core 18 (RPi 3/4),0.53%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.53%
Ubuntu Core 18 (RPi 2/3/4),0.34%
LibreELEC (RPi0/RPi1),0.21%
Recalbox 7.1.1-Reloaded (Pi 2),0.13%
TLXOS RPi 4.8.1 (LTS),0.05%
TLXOS RPi IoT 4.8.1 (LTS),0.04%
TLXOS RPi 4.9.3 (latest),0.04%
