Operating System,Percentage
Raspberry Pi OS (32-bit),40.96%
Raspberry Pi OS (other),22.74%
Ubuntu,16.24%
RetroPie,4.83%
Recalbox,4.37%
Bootloader,4.29%
LibreELEC,2.75%
Manjaro ARM Linux,2.03%
RISC OS Pi,0.67%
OctoPi,0.46%
Homebridge,0.32%
info-beamer digital signage,0.20%
ALT,0.06%
TLXOS,0.06%
Misc utility images,0.00%
