Operating System,Percentage
Raspberry Pi OS (32-bit),40.69%
Raspberry Pi OS (other),22.59%
Ubuntu,16.72%
RetroPie,4.66%
Bootloader,4.31%
Recalbox,4.14%
LibreELEC,2.69%
Manjaro ARM Linux,1.96%
RISC OS Pi,0.72%
Homebridge,0.57%
OctoPi,0.45%
info-beamer digital signage,0.20%
Home Assistant,0.15%
TLXOS,0.09%
ALT,0.07%
