Operating System,Percentage
Raspberry Pi OS (32-bit),40.32%
Raspberry Pi OS (other),22.37%
Ubuntu,17.12%
RetroPie,4.59%
Bootloader,4.27%
Recalbox,3.79%
LibreELEC,2.71%
Manjaro ARM Linux,1.86%
RISC OS Pi,0.79%
Homebridge,0.79%
Home Assistant,0.49%
OctoPi,0.47%
info-beamer digital signage,0.18%
TLXOS,0.16%
ALT,0.09%
