Operating System,Percentage
Raspberry Pi OS (32-bit),47.80%
Raspberry Pi OS (other),24.59%
Ubuntu,12.53%
RetroPie,4.58%
Recalbox,4.13%
LibreELEC,3.09%
Misc utility images,2.23%
RISC OS Pi,0.95%
TLXOS,0.10%
