Operating System,Percentage
Raspberry Pi OS (32-bit),43.97%
Raspberry Pi OS (other),23.35%
Ubuntu,14.98%
RetroPie,4.32%
Bootloader,4.07%
Recalbox,3.50%
LibreELEC,2.64%
Manjaro ARM Linux,1.66%
RISC OS Pi,0.61%
OctoPi,0.51%
info-beamer digital signage,0.25%
TLXOS,0.07%
ALT,0.07%
