Image,Percentage
Raspberry Pi OS (32-bit),41.32%
Raspberry Pi OS Lite (32-bit),14.74%
Raspberry Pi OS Full (32-bit),9.07%
Ubuntu Desktop 20.10 (RPi 4/400),6.14%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.95%
RetroPie 4.7.1 (RPI 4/400),2.79%
USB Boot,2.53%
Recalbox 7.1.1-Reloaded (Pi 3),2.12%
SD Card Boot,1.95%
Ubuntu Server 20.10 (RPi 3/4/400),1.84%
RetroPie 4.7.1 (RPI 2/3),1.82%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.69%
LibreELEC (RPi4),1.66%
LibreELEC (RPi2/RPi3),1.31%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.26%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),1.08%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.82%
RetroPie 4.7.1 (RPI 1/Zero),0.81%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.59%
Ubuntu Core 18 (RPi 3/4),0.57%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.45%
RISC OS (5.28),0.44%
OctoPi,0.42%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.29%
LibreELEC (RPi0/RPi1),0.26%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.22%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
Network Boot,0.17%
Simply Linux 9.0 (Raspberry Pi 4),0.08%
OctoPi (mirror),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
TLXOS RPi 4.9.3 (latest),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
