Operating System,Percentage
Raspberry Pi OS (32-bit),40.26%
Raspberry Pi OS (other),23.07%
Ubuntu,16.78%
RetroPie,4.75%
Bootloader,4.05%
Recalbox,3.73%
LibreELEC,2.57%
Manjaro ARM Linux,1.81%
RISC OS Pi,0.77%
Homebridge,0.62%
Home Assistant,0.54%
OctoPi,0.50%
info-beamer digital signage,0.21%
TLXOS,0.19%
ALT,0.15%
