Image,Percentage
Raspberry Pi OS (32-bit),40.26%
Raspberry Pi OS Lite (32-bit),13.86%
Raspberry Pi OS Full (32-bit),8.75%
Ubuntu Desktop 21.04 (RPi 4/400),7.61%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.56%
Ubuntu Server 21.04 (RPi 3/4/400),2.45%
RetroPie 4.7.1 (RPI 4/400),2.42%
SD Card Boot,2.29%
USB Boot,2.08%
Recalbox 7.2.1-Reloaded - Pi3,2.00%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.73%
LibreELEC (RPi4),1.59%
RetroPie 4.7.1 (RPI 2/3),1.51%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.07%
LibreELEC (RPi2/RPi3),1.04%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.84%
Homebridge,0.84%
RISC OS (5.28),0.82%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.75%
Ubuntu Core 18 (RPi 3/4),0.65%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.60%
RetroPie 4.7.1 (RPI 1/Zero),0.54%
OctoPi,0.49%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.38%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.38%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.26%
info-beamer OS,0.24%
Recalbox 7.2.1-Reloaded - Pi2,0.21%
LibreELEC (RPi0/RPi1),0.18%
Network Boot,0.14%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.04%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.03%
info-beamer OS (testing),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
