Operating System,Percentage
Raspberry Pi OS (32-bit),46.67%
Raspberry Pi OS (other),24.60%
Ubuntu,12.62%
RetroPie,4.94%
Recalbox,4.35%
LibreELEC,3.35%
Misc utility images,2.34%
RISC OS Pi,1.00%
TLXOS,0.14%
