Operating System,Percentage
Raspberry Pi OS (32-bit),47.00%
Raspberry Pi OS (other),24.32%
Ubuntu,13.63%
RetroPie,4.78%
Recalbox,3.93%
LibreELEC,3.03%
Misc utility images,2.00%
RISC OS Pi,1.20%
TLXOS,0.13%
