Image,Percentage
Raspberry Pi OS (32-bit),48.07%
Raspberry Pi OS Lite (32-bit),14.30%
Raspberry Pi OS Full (32-bit),10.13%
Ubuntu Desktop 20.10 (RPi 4/400),5.42%
RetroPie 4.7.1 (RPI 4/400),2.61%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.09%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.06%
Raspberry Pi 4 EEPROM boot recovery,1.98%
Recalbox 7.1.1-Reloaded (Pi 3),1.70%
Ubuntu Server 20.10 (RPi 3/4/400),1.65%
RetroPie 4.7.1 (RPI 2/3),1.60%
LibreELEC (RPi4),1.48%
LibreELEC (RPi2/RPi3),1.28%
RISC OS (5.28),1.23%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.11%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.64%
Ubuntu Core 18 (RPi 3/4),0.55%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.45%
LibreELEC (RPi0/RPi1),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.35%
Recalbox 7.1.1-Reloaded (Pi 2),0.13%
TLXOS RPi 4.9.2 (latest),0.07%
TLXOS RPi IoT 4.8.0 (LTS),0.02%
TLXOS RPi 4.8.0 (LTS),0.01%
