Operating System,Percentage
Raspberry Pi OS (32-bit),47.09%
Raspberry Pi OS (other),24.82%
Ubuntu,11.79%
RetroPie,5.07%
Recalbox,4.65%
LibreELEC,3.20%
Misc utility images,2.28%
RISC OS Pi,0.96%
TLXOS,0.12%
