Operating System,Percentage
Raspberry Pi OS (32-bit),48.19%
Raspberry Pi OS (other),24.31%
Ubuntu,12.23%
RetroPie,4.95%
Recalbox,3.73%
LibreELEC,3.24%
Misc utility images,2.39%
RISC OS Pi,0.84%
TLXOS,0.12%
