Operating System,Percentage
Raspberry Pi OS (32-bit),48.15%
Raspberry Pi OS (other),24.58%
Ubuntu,11.42%
RetroPie,5.41%
Recalbox,3.86%
LibreELEC,3.27%
Misc utility images,2.28%
RISC OS Pi,0.93%
TLXOS,0.10%
