Image,Percentage
Raspberry Pi OS (32-bit),46.72%
Raspberry Pi OS Lite (32-bit),14.93%
Raspberry Pi OS Full (32-bit),9.87%
Ubuntu Desktop 20.10 (RPi 4/400),5.68%
RetroPie 4.7.1 (RPI 4/400),2.78%
Raspberry Pi 4 EEPROM boot recovery,2.19%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.99%
Recalbox 7.1.1-Reloaded (Pi 3),1.84%
LibreELEC (RPi4),1.72%
Ubuntu Server 20.10 (RPi 3/4/400),1.69%
Ubuntu Server 20.04.1 LTS (RPi 3/4),1.66%
RetroPie 4.7.1 (RPI 2/3),1.58%
LibreELEC (RPi2/RPi3),1.34%
RISC OS (5.28),0.97%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.92%
RetroPie 4.7.1 (RPI 1/Zero),0.72%
Ubuntu Core 18 (RPi 3/4),0.55%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.52%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),0.50%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.41%
Ubuntu Core 18 (RPi 2/3/4),0.32%
LibreELEC (RPi0/RPi1),0.31%
Ubuntu Server 20.04.2 LTS (RPi 3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.11%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4),0.05%
TLXOS RPi 4.9.3 (latest),0.05%
TLXOS RPi 4.9.2 (latest),0.03%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
