Operating System,Percentage
Raspberry Pi OS (32-bit),40.47%
Raspberry Pi OS (other),22.83%
Ubuntu,16.41%
RetroPie,4.70%
Bootloader,4.37%
Recalbox,4.25%
LibreELEC,2.63%
Manjaro ARM Linux,2.00%
Homebridge,0.87%
RISC OS Pi,0.69%
OctoPi,0.46%
info-beamer digital signage,0.21%
ALT,0.06%
TLXOS,0.06%
