Image,Percentage
Raspberry Pi OS (32-bit),41.61%
Raspberry Pi OS Lite (32-bit),13.64%
Raspberry Pi OS Full (32-bit),8.88%
Ubuntu Desktop 21.04 (RPi 4/400),7.11%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.25%
Ubuntu Server 21.04 (RPi 3/4/400),2.79%
RetroPie 4.7.1 (RPI 4/400),2.56%
SD Card Boot,2.06%
USB Boot,1.93%
Recalbox 7.2-Reloaded - Pi4 / Pi400,1.67%
RetroPie 4.7.1 (RPI 2/3),1.66%
Recalbox 7.2-Reloaded - Pi3,1.64%
LibreELEC (RPi4),1.42%
LibreELEC (RPi2/RPi3),1.37%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.30%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),1.06%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.79%
RISC OS (5.28),0.78%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
Ubuntu Core 18 (RPi 3/4),0.60%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.51%
OctoPi,0.47%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.39%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.38%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.35%
Ubuntu Core 18 (RPi 2/3/4),0.27%
LibreELEC (RPi0/RPi1),0.25%
Network Boot,0.15%
info-beamer OS,0.12%
Recalbox 7.2-Reloaded - Pi2,0.11%
TLXOS RPi 4.9.3 (latest),0.05%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.04%
info-beamer OS (testing),0.03%
TLXOS RPi 4.8.1 (LTS),0.03%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
OctoPi (mirror),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
