Operating System,Percentage
Raspberry Pi OS (32-bit),40.71%
Raspberry Pi OS (other),23.00%
Ubuntu,16.73%
RetroPie,4.77%
Bootloader,4.13%
Recalbox,3.70%
LibreELEC,2.36%
Manjaro ARM Linux,2.02%
Homebridge,1.04%
RISC OS Pi,0.67%
OctoPi,0.50%
info-beamer digital signage,0.27%
ALT,0.06%
TLXOS,0.04%
