Operating System,Percentage
Raspberry Pi OS (32-bit),43.45%
Raspberry Pi OS (other),24.03%
Ubuntu,13.59%
RetroPie,4.92%
Bootloader,4.28%
Recalbox,3.60%
LibreELEC,2.82%
Manjaro ARM Linux,2.06%
RISC OS Pi,0.64%
OctoPi,0.46%
ALT,0.09%
TLXOS,0.06%
