Operating System,Percentage
Raspberry Pi OS (32-bit),46.63%
Raspberry Pi OS (other),24.44%
Ubuntu,12.76%
RetroPie,4.97%
Recalbox,4.42%
LibreELEC,3.33%
Misc utility images,2.31%
RISC OS Pi,1.00%
TLXOS,0.14%
