Operating System,Percentage
Raspberry Pi OS (32-bit),47.08%
Raspberry Pi OS (other),24.82%
Ubuntu,12.88%
RetroPie,5.00%
Recalbox,3.93%
LibreELEC,2.83%
Misc utility images,2.39%
RISC OS Pi,0.92%
TLXOS,0.15%
