Operating System,Percentage
Raspberry Pi OS (32-bit),40.25%
Raspberry Pi OS (other),22.65%
Ubuntu,16.82%
RetroPie,4.62%
Bootloader,4.33%
Recalbox,4.18%
LibreELEC,2.73%
Manjaro ARM Linux,1.98%
Homebridge,0.92%
RISC OS Pi,0.74%
OctoPi,0.45%
info-beamer digital signage,0.22%
TLXOS,0.06%
ALT,0.05%
