Image,Percentage
Raspberry Pi OS (32-bit),38.50%
Raspberry Pi OS Lite (32-bit),13.83%
Raspberry Pi OS Full (32-bit),8.56%
Ubuntu Desktop 21.04 (RPi 4/400),6.22%
OctoPi,4.75%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.44%
USB Boot,3.13%
Ubuntu Server 21.04 (RPi 3/4/400),2.42%
RetroPie 4.7.1 (RPI 4/400),2.13%
SD Card Boot,2.03%
RetroPie 4.7.1 (RPI 2/3),1.48%
LibreELEC (RPi4),1.45%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.15%
Recalbox 7.2.2-Reloaded - Pi3,1.15%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.13%
Homebridge,0.89%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.85%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.75%
OSMC (Pi 2/3),0.67%
Home Assistant OS 6.2 (RPi 4/400),0.65%
RISC OS (5.28),0.60%
OSMC (Pi 4 / Pi 400),0.51%
RetroPie 4.7.1 (RPI 1/Zero),0.48%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.47%
Ubuntu Core 20 (RPi 3/4),0.43%
Home Assistant OS 6.2 (RPi 3),0.38%
Ubuntu Core 20 (RPi 2/3/4),0.25%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.22%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.22%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.22%
OSMC (Pi 0/1),0.17%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.17%
Network Boot,0.16%
info-beamer OS,0.12%
Recalbox 7.2.2-Reloaded - Pi2,0.12%
OctoPi (mirror),0.10%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.09%
TLXOS RPi 4.10.0 (latest),0.04%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.2 (Raspberry Pi 4/3),0.01%
TLXOS RPi IoT 4.8.2 (LTS),0.01%
TLXOS RPi 4.8.2 (LTS),0.01%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.00%
