Operating System,Percentage
Raspberry Pi OS (32-bit),46.82%
Raspberry Pi OS (other),25.26%
Ubuntu,11.75%
RetroPie,5.10%
Recalbox,4.66%
LibreELEC,3.06%
Misc utility images,2.29%
RISC OS Pi,0.95%
TLXOS,0.11%
