Image,Percentage
Raspberry Pi OS (32-bit),41.23%
Raspberry Pi OS Lite (32-bit),13.71%
Raspberry Pi OS Full (32-bit),9.06%
Ubuntu Desktop 20.10 (RPi 4/400),3.62%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.61%
Ubuntu Desktop 21.04 (RPi 4/400),3.23%
RetroPie 4.7.1 (RPI 4/400),2.64%
USB Boot,2.08%
SD Card Boot,2.04%
RetroPie 4.7.1 (RPI 2/3),1.67%
LibreELEC (RPi4),1.36%
Ubuntu Server 20.10 (RPi 3/4/400),1.24%
Ubuntu Server 21.04 (RPi 3/4/400),1.18%
LibreELEC (RPi2/RPi3),1.17%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.12%
Recalbox 7.2-Reloaded - Pi4 / Pi400,1.03%
Recalbox 7.1.1-Reloaded (Pi 3),1.03%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.98%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.95%
Recalbox 7.2-Reloaded - Pi3,0.81%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.67%
RISC OS (5.28),0.65%
RetroPie 4.7.1 (RPI 1/Zero),0.64%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.56%
Ubuntu Core 18 (RPi 3/4),0.53%
Ubuntu Server 21.04 (RPi 2/3/4/400),0.50%
OctoPi,0.49%
Ubuntu Core 18 (RPi 2/3/4),0.33%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.30%
LibreELEC (RPi0/RPi1),0.26%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.24%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.22%
info-beamer OS,0.19%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.16%
Network Boot,0.14%
Recalbox 7.1.1-Reloaded (Pi 2),0.11%
Recalbox 7.2-Reloaded - Pi2,0.07%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.02%
OctoPi (mirror),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
Raspberry Pi 4 EEPROM boot recovery,0.00%
