Operating System,Percentage
Raspberry Pi OS (32-bit),40.18%
Raspberry Pi OS (other),22.36%
Ubuntu,17.22%
RetroPie,4.60%
Bootloader,4.32%
Recalbox,3.94%
LibreELEC,2.78%
Manjaro ARM Linux,1.88%
Homebridge,0.82%
RISC OS Pi,0.78%
OctoPi,0.46%
Home Assistant,0.25%
info-beamer digital signage,0.18%
TLXOS,0.14%
ALT,0.08%
