Image,Percentage
Raspberry Pi OS (32-bit),46.16%
Raspberry Pi OS Lite (32-bit),15.42%
Raspberry Pi OS Full (32-bit),9.60%
Ubuntu Desktop 20.10 (RPi 4/400),5.47%
RetroPie 4.7.1 (RPI 4/400),3.26%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.25%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.10%
Raspberry Pi 4 EEPROM boot recovery,2.07%
Recalbox 7.1.1-Reloaded (Pi 3),2.01%
LibreELEC (RPi4),1.92%
Ubuntu Server 20.10 (RPi 3/4/400),1.73%
RetroPie 4.7.1 (RPI 2/3),1.62%
LibreELEC (RPi2/RPi3),1.28%
RISC OS (5.28),1.00%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.93%
RetroPie 4.7.1 (RPI 1/Zero),0.81%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.56%
Ubuntu Core 18 (RPi 3/4),0.48%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.43%
Ubuntu Core 18 (RPi 2/3/4),0.36%
LibreELEC (RPi0/RPi1),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.16%
TLXOS RPi 4.9.2 (latest),0.07%
TLXOS RPi 4.8.0 (LTS),0.01%
