Operating System,Percentage
Raspberry Pi OS (32-bit),40.94%
Raspberry Pi OS (other),22.71%
Ubuntu,16.30%
RetroPie,4.81%
Recalbox,4.37%
Bootloader,4.29%
LibreELEC,2.74%
Manjaro ARM Linux,2.01%
RISC OS Pi,0.68%
OctoPi,0.46%
Homebridge,0.34%
info-beamer digital signage,0.20%
TLXOS,0.06%
ALT,0.06%
Misc utility images,0.00%
