Operating System,Percentage
Raspberry Pi OS (32-bit),45.72%
Raspberry Pi OS (other),24.54%
Ubuntu,12.71%
RetroPie,5.38%
Recalbox,3.97%
LibreELEC,3.22%
Misc utility images,1.87%
Bootloader,0.95%
RISC OS Pi,0.90%
Manjaro ARM Linux,0.60%
TLXOS,0.09%
OctoPi,0.06%
