Operating System,Percentage
Raspberry Pi OS (32-bit),41.23%
Raspberry Pi OS (other),22.77%
Ubuntu,15.88%
RetroPie,4.96%
Recalbox,4.57%
Bootloader,4.26%
LibreELEC,2.80%
Manjaro ARM Linux,2.06%
RISC OS Pi,0.65%
OctoPi,0.51%
info-beamer digital signage,0.21%
ALT,0.06%
TLXOS,0.05%
Misc utility images,0.00%
