Image,Percentage
Raspberry Pi OS (32-bit),44.12%
Raspberry Pi OS Lite (32-bit),14.10%
Raspberry Pi OS Full (32-bit),9.54%
Ubuntu Desktop 20.10 (RPi 4/400),6.05%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.30%
SD Card Boot,2.35%
RetroPie 4.7.1 (RPI 4/400),2.23%
Ubuntu Server 20.10 (RPi 3/4/400),1.99%
RetroPie 4.7.1 (RPI 2/3),1.68%
USB Boot,1.67%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.52%
Recalbox 7.1.1-Reloaded (Pi 3),1.35%
LibreELEC (RPi4),1.35%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.22%
LibreELEC (RPi2/RPi3),1.10%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.84%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.79%
Ubuntu Core 18 (RPi 3/4),0.63%
RISC OS (5.28),0.60%
RetroPie 4.7.1 (RPI 1/Zero),0.57%
OctoPi,0.49%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.47%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.33%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.30%
Ubuntu Core 18 (RPi 2/3/4),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.25%
info-beamer OS,0.21%
LibreELEC (RPi0/RPi1),0.19%
Network Boot,0.17%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.16%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.05%
TLXOS RPi 4.9.3 (latest),0.04%
OctoPi (mirror),0.03%
info-beamer OS (testing),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
