Image,Percentage
Raspberry Pi OS (32-bit),45.78%
Raspberry Pi OS Lite (32-bit),14.75%
Raspberry Pi OS Full (32-bit),9.49%
Ubuntu Desktop 20.10 (RPi 4/400),5.81%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.85%
RetroPie 4.7.1 (RPI 4/400),2.32%
USB Boot,1.90%
SD Card Boot,1.77%
Ubuntu Server 20.10 (RPi 3/4/400),1.75%
RetroPie 4.7.1 (RPI 2/3),1.34%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.26%
Recalbox 7.1.1-Reloaded (Pi 3),1.21%
LibreELEC (RPi4),1.13%
LibreELEC (RPi2/RPi3),1.07%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),1.03%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.94%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.78%
RISC OS (5.28),0.76%
Ubuntu Core 18 (RPi 3/4),0.58%
RetroPie 4.7.1 (RPI 1/Zero),0.56%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.47%
OctoPi,0.40%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.40%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.39%
LibreELEC (RPi0/RPi1),0.25%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.18%
Network Boot,0.15%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.05%
TLXOS RPi 4.9.3 (latest),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
