Operating System,Percentage
Raspberry Pi OS (32-bit),42.97%
Raspberry Pi OS (other),24.16%
Ubuntu,14.05%
RetroPie,5.03%
Bootloader,4.19%
Recalbox,3.49%
LibreELEC,2.78%
Manjaro ARM Linux,2.01%
RISC OS Pi,0.66%
OctoPi,0.48%
ALT,0.10%
TLXOS,0.06%
info-beamer digital signage,0.01%
