Operating System,Percentage
Raspberry Pi OS (32-bit),40.47%
Raspberry Pi OS (other),22.11%
Ubuntu,18.30%
RetroPie,4.91%
Recalbox,4.46%
Bootloader,3.96%
LibreELEC,2.69%
Manjaro ARM Linux,1.75%
RISC OS Pi,0.62%
OctoPi,0.37%
info-beamer digital signage,0.22%
TLXOS,0.09%
ALT,0.06%
Misc utility images,0.01%
