Operating System,Percentage
Raspberry Pi OS (32-bit),48.93%
Raspberry Pi OS (other),24.30%
Ubuntu,11.17%
RetroPie,5.64%
LibreELEC,3.38%
Recalbox,3.34%
Misc utility images,2.25%
RISC OS Pi,0.89%
TLXOS,0.09%
