Operating System,Percentage
Raspberry Pi OS (32-bit),46.15%
Raspberry Pi OS (other),24.64%
Ubuntu,12.80%
RetroPie,5.30%
Recalbox,4.23%
LibreELEC,3.34%
Misc utility images,2.45%
RISC OS Pi,0.98%
TLXOS,0.10%
