Operating System,Percentage
Raspberry Pi OS (32-bit),46.05%
Raspberry Pi OS (other),24.57%
Ubuntu,13.12%
RetroPie,5.49%
Recalbox,4.04%
LibreELEC,3.22%
Misc utility images,2.42%
RISC OS Pi,1.00%
TLXOS,0.09%
