Operating System,Percentage
Raspberry Pi OS (32-bit),42.60%
Raspberry Pi OS (other),23.68%
Ubuntu,14.37%
RetroPie,4.94%
Bootloader,4.28%
Recalbox,3.87%
LibreELEC,2.83%
Manjaro ARM Linux,2.08%
RISC OS Pi,0.65%
OctoPi,0.48%
ALT,0.09%
info-beamer digital signage,0.07%
TLXOS,0.06%
Misc utility images,0.00%
