Operating System,Percentage
Raspberry Pi OS (32-bit),44.88%
Raspberry Pi OS (other),24.18%
Ubuntu,13.11%
RetroPie,5.34%
Recalbox,3.78%
LibreELEC,3.13%
Bootloader,2.02%
Misc utility images,1.26%
Manjaro ARM Linux,1.19%
RISC OS Pi,0.85%
OctoPi,0.17%
TLXOS,0.09%
