Operating System,Percentage
Raspberry Pi OS (32-bit),48.16%
Raspberry Pi OS (other),24.51%
Ubuntu,11.40%
RetroPie,5.47%
Recalbox,3.82%
LibreELEC,3.32%
Misc utility images,2.29%
RISC OS Pi,0.93%
TLXOS,0.10%
