Operating System,Percentage
Raspberry Pi OS (32-bit),42.06%
Raspberry Pi OS (other),23.25%
Ubuntu,15.30%
RetroPie,4.88%
Bootloader,4.24%
Recalbox,4.07%
LibreELEC,2.76%
Manjaro ARM Linux,2.04%
RISC OS Pi,0.64%
OctoPi,0.47%
info-beamer digital signage,0.14%
ALT,0.07%
TLXOS,0.06%
Homebridge,0.03%
Misc utility images,0.00%
