Operating System,Percentage
Raspberry Pi OS (32-bit),46.34%
Raspberry Pi OS (other),24.25%
Ubuntu,11.69%
RetroPie,5.59%
Recalbox,5.19%
LibreELEC,3.43%
Misc utility images,2.38%
RISC OS Pi,1.02%
TLXOS,0.11%
