Operating System,Percentage
Raspberry Pi OS (32-bit),38.20%
Raspberry Pi OS (other),22.78%
Ubuntu,14.21%
OctoPi,6.47%
Bootloader,5.02%
RetroPie,3.70%
Recalbox,2.34%
Manjaro ARM Linux,1.85%
LibreELEC,1.36%
OSMC,1.28%
Home Assistant,1.18%
Homebridge,0.72%
RISC OS Pi,0.61%
info-beamer digital signage,0.13%
ALT,0.09%
TLXOS,0.07%
