Operating System,Percentage
Raspberry Pi OS (32-bit),39.00%
Raspberry Pi OS (other),21.99%
Ubuntu,14.57%
Bootloader,5.48%
OctoPi,4.81%
RetroPie,4.02%
Recalbox,2.58%
Manjaro ARM Linux,1.90%
LibreELEC,1.45%
OSMC,1.35%
Home Assistant,1.08%
Homebridge,0.94%
RISC OS Pi,0.58%
info-beamer digital signage,0.15%
TLXOS,0.06%
ALT,0.05%
