Operating System,Percentage
Raspberry Pi OS (32-bit),45.24%
Raspberry Pi OS (other),24.37%
Ubuntu,12.93%
RetroPie,5.38%
Recalbox,3.85%
LibreELEC,3.16%
Bootloader,1.56%
Misc utility images,1.54%
Manjaro ARM Linux,0.90%
RISC OS Pi,0.87%
OctoPi,0.12%
TLXOS,0.08%
