Image,Percentage
Raspberry Pi OS (32-bit),43.24%
Raspberry Pi OS Lite (32-bit),14.44%
Raspberry Pi OS Full (32-bit),9.70%
Ubuntu Desktop 20.10 (RPi 4/400),5.89%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.32%
RetroPie 4.7.1 (RPI 4/400),2.66%
USB Boot,2.34%
Ubuntu Server 20.10 (RPi 3/4/400),1.97%
SD Card Boot,1.76%
RetroPie 4.7.1 (RPI 2/3),1.61%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.54%
Recalbox 7.1.1-Reloaded (Pi 3),1.45%
LibreELEC (RPi4),1.44%
LibreELEC (RPi2/RPi3),1.08%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.01%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.88%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
RISC OS (5.28),0.65%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.58%
Ubuntu Core 18 (RPi 3/4),0.51%
OctoPi,0.45%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.35%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.34%
Ubuntu Core 18 (RPi 2/3/4),0.33%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.32%
LibreELEC (RPi0/RPi1),0.26%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.21%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.20%
Recalbox 7.1.1-Reloaded (Pi 2),0.16%
Network Boot,0.13%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.12%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.10%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.09%
TLXOS RPi 4.9.3 (latest),0.05%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.04%
Simply Linux 9.0 (Raspberry Pi 4),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.03%
OctoPi (mirror),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
