Image,Percentage
Raspberry Pi OS (32-bit),45.86%
Raspberry Pi OS Lite (32-bit),14.54%
Raspberry Pi OS Full (32-bit),10.08%
Ubuntu Desktop 20.10 (RPi 4/400),6.06%
RetroPie 4.7.1 (RPI 4/400),2.88%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.68%
Raspberry Pi 4 EEPROM boot recovery,2.40%
RetroPie 4.7.1 (RPI 2/3),1.93%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.82%
Ubuntu Server 20.10 (RPi 3/4/400),1.77%
LibreELEC (RPi4),1.65%
Recalbox 7.1.1-Reloaded (Pi 3),1.65%
LibreELEC (RPi2/RPi3),1.33%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.03%
RISC OS (5.28),0.99%
RetroPie 4.7.1 (RPI 1/Zero),0.73%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.72%
Ubuntu Core 18 (RPi 3/4),0.52%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.43%
Ubuntu Core 18 (RPi 2/3/4),0.34%
LibreELEC (RPi0/RPi1),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.22%
TLXOS RPi 4.9.3 (latest),0.05%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
