Image,Percentage
Raspberry Pi OS (32-bit),41.65%
Raspberry Pi OS Lite (32-bit),13.91%
Raspberry Pi OS Full (32-bit),9.14%
Ubuntu Desktop 20.10 (RPi 4/400),4.37%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.54%
RetroPie 4.7.1 (RPI 4/400),2.67%
Ubuntu Desktop 21.04 (RPi 4/400),2.29%
SD Card Boot,2.05%
USB Boot,2.05%
RetroPie 4.7.1 (RPI 2/3),1.66%
Ubuntu Server 20.10 (RPi 3/4/400),1.49%
LibreELEC (RPi4),1.41%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.34%
Recalbox 7.1.1-Reloaded (Pi 3),1.27%
LibreELEC (RPi2/RPi3),1.16%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.97%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.93%
Ubuntu Server 21.04 (RPi 3/4/400),0.85%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.83%
RetroPie 4.7.1 (RPI 1/Zero),0.64%
RISC OS (5.28),0.62%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.59%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.55%
Ubuntu Core 18 (RPi 3/4),0.54%
OctoPi,0.50%
Recalbox 7.2-Reloaded - Pi3,0.47%
Ubuntu Server 21.04 (RPi 2/3/4/400),0.34%
Ubuntu Core 18 (RPi 2/3/4),0.33%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.30%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.29%
LibreELEC (RPi0/RPi1),0.27%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.22%
info-beamer OS,0.18%
Network Boot,0.15%
Recalbox 7.1.1-Reloaded (Pi 2),0.13%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.09%
TLXOS RPi 4.9.3 (latest),0.05%
Recalbox 7.2-Reloaded - Pi2,0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
info-beamer OS (testing),0.02%
OctoPi (mirror),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
Raspberry Pi 4 EEPROM boot recovery,0.00%
