Operating System,Percentage
Raspberry Pi OS (32-bit),40.59%
Raspberry Pi OS (other),22.33%
Ubuntu,17.10%
RetroPie,4.51%
Bootloader,4.36%
Recalbox,3.96%
LibreELEC,2.76%
Manjaro ARM Linux,1.87%
Homebridge,0.89%
RISC OS Pi,0.78%
OctoPi,0.45%
info-beamer digital signage,0.19%
TLXOS,0.12%
ALT,0.06%
Home Assistant,0.04%
