Operating System,Percentage
Raspberry Pi OS (32-bit),46.30%
Raspberry Pi OS (other),24.64%
Ubuntu,12.84%
RetroPie,5.21%
Recalbox,4.23%
LibreELEC,3.29%
Misc utility images,2.39%
RISC OS Pi,0.99%
TLXOS,0.11%
