Image,Percentage
Raspberry Pi OS (32-bit),42.10%
Raspberry Pi OS Lite (32-bit),14.00%
Raspberry Pi OS Full (32-bit),9.24%
Ubuntu Desktop 20.10 (RPi 4/400),3.46%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.44%
Ubuntu Desktop 21.04 (RPi 4/400),3.16%
RetroPie 4.7.1 (RPI 4/400),2.59%
USB Boot,2.11%
SD Card Boot,1.99%
RetroPie 4.7.1 (RPI 2/3),1.63%
LibreELEC (RPi4),1.37%
Ubuntu Server 20.10 (RPi 3/4/400),1.18%
LibreELEC (RPi2/RPi3),1.16%
Ubuntu Server 21.04 (RPi 3/4/400),1.10%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),0.97%
Recalbox 7.1.1-Reloaded (Pi 3),0.92%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.91%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.88%
Recalbox 7.2-Reloaded - Pi3,0.80%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.74%
RetroPie 4.7.1 (RPI 1/Zero),0.66%
RISC OS (5.28),0.65%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.62%
Ubuntu Core 18 (RPi 3/4),0.53%
Ubuntu Server 21.04 (RPi 2/3/4/400),0.50%
OctoPi,0.45%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.42%
Ubuntu Core 18 (RPi 2/3/4),0.33%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.24%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.22%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.20%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.17%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.17%
Network Boot,0.15%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.13%
info-beamer OS,0.12%
Recalbox 7.1.1-Reloaded (Pi 2),0.10%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.08%
Recalbox 7.2-Reloaded - Pi2,0.06%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.05%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
OctoPi (mirror),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
info-beamer OS (testing),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
Homebridge,0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
Simply Linux 9.1 (Raspberry Pi 4/3),0.00%
