Operating System,Percentage
Raspberry Pi OS (32-bit),47.07%
Raspberry Pi OS (other),24.66%
Ubuntu,11.70%
RetroPie,5.22%
Recalbox,4.76%
LibreELEC,3.20%
Misc utility images,2.31%
RISC OS Pi,0.96%
TLXOS,0.11%
