Operating System,Percentage
Raspberry Pi OS (32-bit),42.67%
Raspberry Pi OS (other),23.86%
Ubuntu,14.44%
RetroPie,4.99%
Bootloader,4.20%
Recalbox,3.61%
LibreELEC,2.83%
Manjaro ARM Linux,2.03%
RISC OS Pi,0.61%
OctoPi,0.51%
info-beamer digital signage,0.12%
ALT,0.09%
TLXOS,0.06%
