Operating System,Percentage
Raspberry Pi OS (32-bit),45.79%
Raspberry Pi OS (other),24.47%
Ubuntu,12.67%
RetroPie,5.31%
Recalbox,3.83%
LibreELEC,3.23%
Misc utility images,2.06%
RISC OS Pi,0.88%
Bootloader,0.83%
Manjaro ARM Linux,0.83%
TLXOS,0.12%
