Operating System,Percentage
Raspberry Pi OS (32-bit),43.25%
Raspberry Pi OS (other),23.90%
Ubuntu,12.41%
RetroPie,5.73%
Recalbox,4.21%
Bootloader,3.91%
LibreELEC,3.29%
Manjaro ARM Linux,2.28%
RISC OS Pi,0.69%
OctoPi,0.29%
TLXOS,0.03%
Misc utility images,0.01%
