Image,Percentage
Raspberry Pi OS (32-bit),40.19%
Raspberry Pi OS Lite (32-bit),13.17%
Raspberry Pi OS Full (32-bit),8.28%
Ubuntu Desktop 21.04 (RPi 4/400),5.99%
OctoPi,5.15%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.84%
USB Boot,2.64%
Ubuntu Server 21.04 (RPi 3/4/400),2.41%
SD Card Boot,1.94%
RetroPie 4.7.1 (RPI 4/400),1.82%
RetroPie 4.7.1 (RPI 2/3),1.44%
LibreELEC (RPi4),1.40%
Recalbox 7.2.2-Reloaded - Pi3,1.16%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.05%
Homebridge,1.05%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),1.02%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.00%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.62%
Home Assistant OS 6.2 (RPi 4/400),0.55%
OSMC (Pi 2/3),0.52%
Home Assistant OS 6.2 (RPi 3),0.52%
RISC OS (5.28),0.49%
Ubuntu Core 20 (RPi 3/4),0.47%
OSMC (Pi 4 / Pi 400),0.45%
RetroPie 4.7.1 (RPI 1/Zero),0.41%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.38%
Ubuntu Core 20 (RPi 2/3/4),0.31%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.25%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.21%
Recalbox 7.2.2-Reloaded - Pi2,0.19%
OSMC (Pi 0/1),0.18%
info-beamer OS,0.17%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.17%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.13%
Network Boot,0.13%
OctoPi (mirror),0.12%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.09%
TLXOS RPi 4.10.0 (latest),0.06%
TLXOS RPi 4.8.2 (LTS),0.01%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.01%
TLXOS RPi IoT 4.8.2 (LTS),0.01%
