Operating System,Percentage
Raspberry Pi OS (32-bit),46.21%
Raspberry Pi OS (other),24.61%
Ubuntu,12.83%
RetroPie,5.28%
Recalbox,4.18%
LibreELEC,3.31%
Misc utility images,2.44%
RISC OS Pi,0.97%
TLXOS,0.11%
Manjaro ARM Linux,0.06%
