Operating System,Percentage
Raspberry Pi OS (32-bit),40.90%
Raspberry Pi OS (other),22.65%
Ubuntu,16.23%
RetroPie,4.91%
Recalbox,4.36%
Bootloader,4.34%
LibreELEC,2.74%
Manjaro ARM Linux,2.09%
RISC OS Pi,0.67%
OctoPi,0.46%
Homebridge,0.32%
info-beamer digital signage,0.20%
ALT,0.07%
TLXOS,0.06%
